0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,28.483992085515577,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,27.310646479772643,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,23.651455569156077,inf,72.7508347391106,26.64425451356744,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,20.545040453560254,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,0.0,inf,23.51491457863525,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,22.499125386302772,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,17.18387257929568,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,23.51491457863525,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,13.785600365612279,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,12.904954592750974,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,13.759542512580628,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,13.595256996863794,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,13.595256996863794,0.0,inf,inf,inf,inf,inf,inf,inf,25.865526868111402,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,27.310646479772643,inf,20.545040453560254,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,21.886530939012022,inf
inf,inf,inf,inf,inf,inf,inf,12.904954592750974,13.759542512580628,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,6.961335022471304,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,21.334802066231415,inf,20.06297788335321,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,9.769083519503226,inf,inf,inf,inf,inf,inf,inf,inf,26.501374100840145,inf,inf,inf
inf,inf,inf,inf,inf,inf,13.785600365612279,inf,inf,inf,inf,inf,inf,inf,9.769083519503226,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,16.364656182551343,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
28.483992085515577,inf,23.651455569156077,inf,inf,17.18387257929568,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,16.364656182551343,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,25.865526868111402,inf,inf,inf,inf,inf,inf,inf,0.0,19.187675737630645,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,72.7508347391106,inf,22.499125386302772,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,19.187675737630645,0.0,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,26.64425451356744,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,17.199341752442184,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.961335022471304,inf,inf,inf,inf,inf,inf,inf,17.199341752442184,0.0,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,16.03451547369009,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,21.334802066231415,inf,inf,inf,inf,inf,inf,inf,inf,16.03451547369009,0.0,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,26.501374100840145,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,21.20545938610141,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,20.06297788335321,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,21.20545938610141,0.0,24.728300608044176,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,21.886530939012022,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,24.728300608044176,0.0,17.228431573030885
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,17.228431573030885,0.0
