0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,18.309200266989865,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,12.923199218253965,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,0.0,inf,inf,inf,inf,inf,inf,40.298518072508585,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,27.212431679572735,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,28.12388145614085,inf,inf,inf,inf
inf,inf,inf,inf,0.0,33.83951586495375,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,33.83951586495375,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,33.599893980411686,inf
inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,23.61655527544636,inf,inf,inf,inf,inf,inf,inf,24.415038486441436,inf,inf
inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,41.23668231919879
inf,inf,inf,inf,inf,inf,inf,inf,0.0,43.671809291178846,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,31.020003586238477,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,40.298518072508585,inf,inf,inf,inf,inf,43.671809291178846,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,27.292325671727657
inf,12.923199218253965,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,29.103313659065968,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,29.011780117456837,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,27.212431679572735,inf,inf,inf,inf,inf,inf,inf,inf,0.0,28.2566378022583,inf,inf,inf,inf,inf,inf,inf,29.34508037188101,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,28.2566378022583,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,16.998601807499565,inf,inf,inf,inf,16.846257555531942,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,22.493487820342967,inf,inf,inf,inf,inf,inf,20.99688532711857,inf,inf,inf,inf,inf,inf
18.309200266989865,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,22.493487820342967,0.0,13.074358008691547,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,29.103313659065968,inf,inf,inf,inf,inf,13.074358008691547,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,16.998601807499565,inf,inf,inf,0.0,20.756481146611026,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,23.61655527544636,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,20.756481146611026,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,29.011780117456837,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,23.799986371502843,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,31.020003586238477,inf,inf,inf,29.34508037188101,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,13.925181176380452,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,16.846257555531942,20.99688532711857,inf,inf,inf,inf,inf,inf,13.925181176380452,0.0,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,21.706936612728793,inf,23.297942111355198,inf,inf
inf,inf,inf,28.12388145614085,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,21.706936612728793,0.0,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,20.941248154388404,inf,inf
inf,inf,inf,inf,inf,inf,24.415038486441436,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,23.799986371502843,inf,inf,inf,23.297942111355198,inf,20.941248154388404,0.0,inf,inf
inf,inf,inf,inf,inf,33.599893980411686,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,24.442235633436937
inf,inf,inf,inf,inf,inf,inf,41.23668231919879,inf,27.292325671727657,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,24.442235633436937,0.0
