0.0,inf,inf,inf,inf,inf,22.28471611667125,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,0.0,inf,12.09019896599453,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.222196694863825,inf,inf,inf,inf,inf,inf,16.119197476061558,inf,inf
inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,37.28353786346634,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,11.14755313596368,inf
inf,12.09019896599453,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,25.892738421253007,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,0.0,21.512225060453037,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,28.41626934555962,inf,inf,inf,inf,inf
22.28471611667125,inf,inf,inf,inf,21.512225060453037,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,0.0,12.210605175931983,inf,inf,inf,inf,inf,inf,inf,7.779651398065303,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,12.210605175931983,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,21.148882650512192,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,28.828027616953854,inf,inf,inf,32.141827253064264,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,28.828027616953854,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,13.232016298773319,inf,inf,inf,inf,inf,inf,52.31428348041771
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,6.896709894072638,inf,inf,inf,9.661369759243318,inf,inf,inf
inf,inf,37.28353786346634,inf,25.892738421253007,inf,inf,inf,inf,inf,inf,inf,inf,0.0,26.879147637585938,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,32.141827253064264,inf,inf,inf,26.879147637585938,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,8.79519745042121,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,10.222196694863825,inf,inf,inf,inf,inf,7.779651398065303,inf,inf,inf,inf,inf,inf,inf,8.79519745042121,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,6.493099476107604,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,13.232016298773319,6.896709894072638,inf,inf,inf,inf,6.493099476107604,0.0,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,8.994397567310445,inf,inf,inf
inf,inf,inf,inf,inf,28.41626934555962,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,25.401362037169537,26.642807957535492,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,21.148882650512192,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,25.401362037169537,0.0,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,9.661369759243318,inf,inf,inf,inf,inf,inf,8.994397567310445,26.642807957535492,inf,0.0,inf,inf,inf
inf,16.119197476061558,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf
inf,inf,11.14755313596368,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,24.943624360228224
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,52.31428348041771,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,24.943624360228224,0.0
